district_,mandal,wardname,female,male,transgender,total_illiterates,total_illiterates_by_ward,percentage_male,percentage_female,rank_by_illiterates
KHAMMAM,KALLUR,KORLAGUDEM,215,178.0,2.4959349593495936,393.0,393.0,45.29262086513995,54.70737913486005,482
KHAMMAM,KALLUR,LAKSHMIPURAM,272,189.0,3.0,461.0,2004.0,9.431137724550897,13.572854291417165,51
KHAMMAM,KALLUR,LINGALA,292,217.0,1.0,509.0,808.0,26.856435643564357,36.13861386138614,317
KHAMMAM,KALLUR,MUCHARAM,561,387.0,2.0,948.0,948.0,40.822784810126585,59.17721518987342,265
KHAMMAM,KALLUR,MUGGUVENKATAPURAM,291,187.0,1.0,478.0,478.0,39.12133891213389,60.87866108786611,452
KHAMMAM,KALLUR,NARAYANAPURAM,285,160.0,2.4959349593495936,445.0,1428.0,11.204481792717088,19.95798319327731,133
KHAMMAM,KALLUR,PAYAPUR,143,103.0,1.0,246.0,246.0,41.86991869918699,58.13008130081301,509
KHAMMAM,KALLUR,PEDDAKORUKONDI,549,388.0,1.0,937.0,937.0,41.40875133404482,58.59124866595518,272
KHAMMAM,KALLUR,PERUVANCHA,568,382.0,4.0,950.0,950.0,40.21052631578947,59.78947368421053,264
KHAMMAM,KALLUR,POCHARAM,116,78.0,2.4959349593495936,194.0,2282.0,3.4180543382997373,5.083260297984225,31
KHAMMAM,KALLUR,RAGHUNADHAGUDEM,339,275.0,2.4959349593495936,614.0,614.0,44.78827361563518,55.21172638436482,385
KHAMMAM,KALLUR,TALLURU,474,309.0,2.0,783.0,783.0,39.46360153256705,60.53639846743295,325
KHAMMAM,KALLUR,TELAGARAM,444,303.0,2.4959349593495936,747.0,995.0,30.452261306532662,44.62311557788945,244
KHAMMAM,KALLUR,V.N.THANDA,199,149.0,2.4959349593495936,348.0,348.0,42.81609195402299,57.18390804597702,492
KHAMMAM,KALLUR,VENNAVALLI,333,258.0,1.0,591.0,591.0,43.65482233502538,56.34517766497462,393
KHAMMAM,KALLUR,YAGNA NARAYANAPURAM,218,179.0,2.4959349593495936,397.0,397.0,45.08816120906801,54.91183879093199,481
KHAMMAM,KALLUR,YERRABOINAPALLI,587,402.0,3.0,989.0,989.0,40.647118301314464,59.35288169868554,248
KHAMMAM,KAMEPALLE,BASITH NAGAR,609,388.0,1.0,997.0,997.0,38.91675025075226,61.08324974924775,242
KHAMMAM,KAMEPALLE,GARIDEPALLI,300,219.0,1.0,519.0,519.0,42.19653179190752,57.80346820809249,426
KHAMMAM,KAMEPALLE,GOVINDRALA,1156,847.0,2.4959349593495936,2003.0,2003.0,42.28657014478283,57.71342985521717,52
KHAMMAM,KAMEPALLE,JASTHIPALLI,602,413.0,3.0,1015.0,1015.0,40.689655172413794,59.310344827586206,238
KHAMMAM,KAMEPALLE,KAMEPALLI,1018,648.0,1.0,1666.0,1666.0,38.895558223289314,61.104441776710686,91
KHAMMAM,KAMEPALLE,KEPTAN BANJAR,310,211.0,1.0,521.0,521.0,40.49904030710173,59.50095969289827,425
KHAMMAM,KAMEPALLE,KOMMINEPALLI,1258,843.0,7.0,2101.0,2101.0,40.123750594954785,59.876249405045215,45
KHAMMAM,KAMEPALLE,KOTHA LINGALA,242,143.0,2.4959349593495936,385.0,385.0,37.142857142857146,62.857142857142854,486
KHAMMAM,KAMEPALLE,LINGALA,193,106.0,2.4959349593495936,299.0,808.0,13.118811881188119,23.886138613861384,317
KHAMMAM,KAMEPALLE,MADDULAPALLI,865,607.0,2.0,1472.0,1934.0,31.385729058945188,44.725956566701136,59
KHAMMAM,KAMEPALLE,MUCHERLA,621,398.0,1.0,1019.0,1019.0,39.05789990186457,60.942100098135434,237
KHAMMAM,KAMEPALLE,NEMILIPURI,316,241.0,2.4959349593495936,557.0,557.0,43.26750448833034,56.732495511669654,413
KHAMMAM,KAMEPALLE,PINJARAMADUGU,426,289.0,2.0,715.0,715.0,40.41958041958042,59.58041958041959,347
KHAMMAM,KAMEPALLE,PONNEKAL,1025,731.0,2.0,1756.0,2482.0,29.45205479452055,41.29734085414988,22
KHAMMAM,KAMEPALLE,SATHANIGUDEM,320,215.0,1.0,535.0,535.0,40.18691588785047,59.813084112149525,422
KHAMMAM,KAMEPALLE,THALLAGUDEM,342,227.0,5.0,569.0,569.0,39.894551845342704,60.105448154657296,407
KHAMMAM,KAMEPALLE,VOOTUKUR,567,379.0,2.0,946.0,946.0,40.063424947145876,59.936575052854124,266
KHAMMAM,KHAMMAM (RURAL),AREKODU,456,279.0,2.0,735.0,735.0,37.95918367346939,62.04081632653061,339
KHAMMAM,KHAMMAM (RURAL),AREMPALA,550,333.0,2.0,883.0,883.0,37.712344280860705,62.2876557191393,295
KHAMMAM,KHAMMAM (RURAL),CHINTAPALLI,343,234.0,2.4959349593495936,577.0,577.0,40.55459272097054,59.44540727902946,404
KHAMMAM,KHAMMAM (RURAL),DAREDU,613,382.0,1.0,995.0,995.0,38.391959798994975,61.60804020100502,244
KHAMMAM,KHAMMAM (RURAL),EDULAPURAM,1175,710.0,6.0,1885.0,1885.0,37.6657824933687,62.3342175066313,64
KHAMMAM,KHAMMAM (RURAL),GOLLAPADU,567,361.0,2.4959349593495936,928.0,928.0,38.900862068965516,61.099137931034484,276
KHAMMAM,KHAMMAM (RURAL),GUDIMALLA,905,615.0,4.0,1520.0,1520.0,40.46052631578947,59.539473684210535,114
KHAMMAM,KHAMMAM (RURAL),GUDURUPADU,340,232.0,2.4959349593495936,572.0,572.0,40.55944055944056,59.44055944055944,405
KHAMMAM,KHAMMAM (RURAL),GURRALAPADU,248,158.0,1.0,406.0,406.0,38.91625615763547,61.083743842364534,478
KHAMMAM,KHAMMAM (RURAL),KACHIRAJUGUDEM,433,273.0,2.0,706.0,706.0,38.668555240793204,61.331444759206796,352
KHAMMAM,KHAMMAM (RURAL),KAIKONDAIGUDEM,257,161.0,2.4959349593495936,418.0,418.0,38.516746411483254,61.48325358851675,472
KHAMMAM,KHAMMAM (RURAL),KAMANCHIKAL,482,345.0,2.4959349593495936,827.0,827.0,41.71704957678355,58.28295042321644,311
KHAMMAM,KHAMMAM (RURAL),KONDAPURAM,441,301.0,2.4959349593495936,742.0,742.0,40.56603773584906,59.43396226415094,335
KHAMMAM,KHAMMAM (RURAL),M.VENKATAYAPALEM,1333,826.0,3.0,2159.0,2159.0,38.25845298749421,61.74154701250579,39
KHAMMAM,KHAMMAM (RURAL),MADDULAPALLI,313,149.0,1.0,462.0,1934.0,7.704239917269907,16.184074457083764,59
KHAMMAM,KHAMMAM (RURAL),MALLEMADUGU,425,271.0,2.0,696.0,696.0,38.93678160919541,61.06321839080459,356
KHAMMAM,KHAMMAM (RURAL),MANGALAGUDEM,638,450.0,2.0,1088.0,1088.0,41.36029411764706,58.63970588235294,211
KHAMMAM,KHAMMAM (RURAL),MUTHAGUDEM,887,593.0,5.0,1480.0,1480.0,40.06756756756757,59.932432432432435,122
KHAMMAM,KHAMMAM (RURAL),PEDDA THANDA,1339,615.0,6.0,1954.0,1954.0,31.47389969293756,68.52610030706244,56
KHAMMAM,KHAMMAM (RURAL),POLEPALLI,672,387.0,3.0,1059.0,1059.0,36.54390934844193,63.45609065155807,221
KHAMMAM,KHAMMAM (RURAL),PONNEKAL,437,289.0,2.0,726.0,2482.0,11.643835616438356,17.60676873489122,22
KHAMMAM,KHAMMAM (RURAL),SEETHARAMPURAM (KASNA T,310,218.0,2.4959349593495936,528.0,528.0,41.28787878787879,58.71212121212122,423
KHAMMAM,KHAMMAM (RURAL),TALLAMPADU,765,455.0,2.0,1220.0,1220.0,37.295081967213115,62.704918032786885,174
KHAMMAM,KHAMMAM (RURAL),TANAGAMPADU,285,219.0,2.4959349593495936,504.0,504.0,43.452380952380956,56.547619047619044,436
KHAMMAM,KHAMMAM (RURAL),TELDARUPALLI,969,642.0,1.0,1611.0,1611.0,39.85102420856611,60.14897579143389,103
KHAMMAM,KHAMMAM (RURAL),THIRTHALA,757,530.0,1.0,1287.0,1287.0,41.18104118104118,58.81895881895882,161
KHAMMAM,KHAMMAM (RURAL),VENKATAGIRI,802,573.0,3.0,1375.0,1375.0,41.67272727272727,58.32727272727273,137
KHAMMAM,KHAMMAM (URBAN),ALLIPURAM,40,28.0,2.4959349593495936,68.0,68.0,41.17647058823529,58.82352941176471,520
KHAMMAM,KHAMMAM (URBAN),BALLEPALLI,72,37.0,2.4959349593495936,109.0,109.0,33.94495412844037,66.05504587155964,518
KHAMMAM,KHAMMAM (URBAN),BUDIDEMPADU,516,310.0,2.4959349593495936,826.0,826.0,37.530266343825666,62.469733656174334,312
KHAMMAM,KHAMMAM (URBAN),CHIMMAPUDI,562,424.0,2.4959349593495936,986.0,986.0,43.00202839756592,56.99797160243407,250
KHAMMAM,KHAMMAM (URBAN),DHAMSALAPURAM,20,5.0,2.4959349593495936,25.0,25.0,20.0,80.0,524
KHAMMAM,KHAMMAM (URBAN),EERLAPUDI,851,622.0,1.0,1473.0,1473.0,42.22674813306178,57.773251866938224,124
KHAMMAM,KHAMMAM (URBAN),GANESWARAM,329,222.0,2.0,551.0,551.0,40.29038112522686,59.70961887477314,416
KHAMMAM,KHAMMAM (URBAN),GOLLAGUDEM,58,22.0,2.4959349593495936,80.0,1543.0,1.425793907971484,3.7589112119248216,113
KHAMMAM,KHAMMAM (URBAN),KHANAPURAM (HAVELI),47,27.0,2.4959349593495936,74.0,74.0,36.486486486486484,63.51351351351351,519
KHAMMAM,KHAMMAM (URBAN),KOTAPADU,386,264.0,2.4959349593495936,650.0,650.0,40.61538461538461,59.38461538461538,372
KHAMMAM,KHAMMAM (URBAN),KOTHAGUDEM,18,9.0,2.4959349593495936,27.0,1491.0,0.6036217303822937,1.2072434607645874,120
KHAMMAM,KHAMMAM (URBAN),KOYACHALKA,300,195.0,2.4959349593495936,495.0,495.0,39.39393939393939,60.60606060606061,442
KHAMMAM,KHAMMAM (URBAN),M.PALLE CHINTHAGURTHI,488,313.0,2.4959349593495936,801.0,801.0,39.076154806491886,60.92384519350812,320
KHAMMAM,KHAMMAM (URBAN),MALLEPALLI,742,427.0,5.0,1169.0,1606.0,26.58779576587796,46.20174346201743,105
KHAMMAM,KHAMMAM (URBAN),MANCHUGONDA,564,350.0,3.0,914.0,914.0,38.29321663019694,61.70678336980306,282
KHAMMAM,KHAMMAM (URBAN),PANGIDI,967,649.0,2.0,1616.0,1616.0,40.160891089108915,59.83910891089109,102
KHAMMAM,KHAMMAM (URBAN),PAPADAPALLE,660,379.0,2.4959349593495936,1039.0,1039.0,36.47738209817132,63.52261790182868,229
KHAMMAM,KHAMMAM (URBAN),RAGHUNADHA PALEM,1220,717.0,3.0,1937.0,1937.0,37.01600413009809,62.98399586990191,58
KHAMMAM,KHAMMAM (URBAN),RAMKYA THANDA,1224,817.0,5.0,2041.0,2041.0,40.029397354238114,59.970602645761886,50
KHAMMAM,KHAMMAM (URBAN),REGULA CHALKA,208,129.0,2.4959349593495936,337.0,337.0,38.27893175074184,61.72106824925816,495
KHAMMAM,KHAMMAM (URBAN),SIVAIGUDEM,165,91.0,1.0,256.0,256.0,35.546875,64.453125,507
KHAMMAM,KHAMMAM (URBAN),V.VENKATAYAPALEM,798,449.0,4.0,1247.0,1247.0,36.00641539695268,63.99358460304732,168
KHAMMAM,KHAMMAM (URBAN),VELUGUMATLA,31,24.0,2.4959349593495936,55.0,55.0,43.63636363636363,56.36363636363636,522
KHAMMAM,KHAMMAM (URBAN),VEPAKUNTLA,494,286.0,2.4959349593495936,780.0,780.0,36.666666666666664,63.33333333333333,327
KHAMMAM,KONIJERLA,AMMAPALEM,628,396.0,1.0,1024.0,1701.0,23.28042328042328,36.919459141681365,84
KHAMMAM,KONIJERLA,CHINA GOPATHI,422,260.0,2.4959349593495936,682.0,682.0,38.12316715542522,61.87683284457478,363
KHAMMAM,KONIJERLA,CHINA MUNAGALA,451,270.0,2.0,721.0,721.0,37.447988904299585,62.55201109570042,344
KHAMMAM,KONIJERLA,DUDDEPUDI,324,242.0,1.0,566.0,566.0,42.75618374558304,57.243816254416956,408
KHAMMAM,KONIJERLA,GOPARAM,266,159.0,1.0,425.0,425.0,37.411764705882355,62.588235294117645,469
KHAMMAM,KONIJERLA,GUBBAGURTHY,997,756.0,1.0,1753.0,1753.0,43.12606959498003,56.87393040501997,78
KHAMMAM,KONIJERLA,GUNDRATHI MADUGU,695,432.0,1.0,1127.0,1127.0,38.33185448092281,61.6681455190772,200
KHAMMAM,KONIJERLA,KONDAVANAMALA,594,380.0,2.0,974.0,974.0,39.01437371663244,60.98562628336756,255
KHAMMAM,KONIJERLA,KONIJERLA,1334,879.0,3.0,2213.0,2213.0,39.71983732489833,60.280162675101664,34
KHAMMAM,KONIJERLA,LALAPURAM,407,282.0,3.0,689.0,689.0,40.9288824383164,59.07111756168359,360
KHAMMAM,KONIJERLA,LINGA GUDEM,499,344.0,3.0,843.0,843.0,40.80664294187426,59.19335705812574,304
KHAMMAM,KONIJERLA,MALLUPALLI,356,237.0,1.0,593.0,593.0,39.96627318718381,60.03372681281619,391
KHAMMAM,KONIJERLA,PALLIPADU,864,566.0,2.0,1430.0,1430.0,39.58041958041958,60.41958041958042,132
KHAMMAM,KONIJERLA,PEDA GOPATHI,827,521.0,3.0,1348.0,1348.0,38.64985163204748,61.350148367952514,140
KHAMMAM,KONIJERLA,PEDA MUNAGALA,489,315.0,1.0,804.0,804.0,39.17910447761194,60.820895522388064,319
KHAMMAM,KONIJERLA,RAMANARSAIAH NAGAR,399,281.0,2.4959349593495936,680.0,680.0,41.3235294117647,58.6764705882353,364
KHAMMAM,KONIJERLA,SALEBANJAR,649,453.0,2.0,1102.0,1102.0,41.1070780399274,58.8929219600726,207
KHAMMAM,KONIJERLA,SINGARAIPALEM,614,433.0,2.4959349593495936,1047.0,1047.0,41.35625596943648,58.64374403056352,225
KHAMMAM,KONIJERLA,TANIKELLA,1346,816.0,3.0,2162.0,2162.0,37.74283071230342,62.25716928769658,38
KHAMMAM,KONIJERLA,TEEGALABANJAR,269,155.0,1.0,424.0,424.0,36.556603773584904,63.443396226415096,470
KHAMMAM,KONIJERLA,THUMMALAPALLI,701,530.0,5.0,1231.0,1231.0,43.05442729488221,56.94557270511778,173
KHAMMAM,KONIJERLA,UPPALACHALAKA,559,404.0,6.0,963.0,963.0,41.95223260643821,58.04776739356179,261
KHAMMAM,KOTHAGUDEM,3-Incline,500,249.0,5.0,749.0,749.0,33.244325767690256,66.75567423230974,333
KHAMMAM,KOTHAGUDEM,ANISETTIPALLI,269,144.0,2.4959349593495936,413.0,413.0,34.866828087167065,65.13317191283294,474
KHAMMAM,KOTHAGUDEM,BANGARU CHELKA,602,525.0,6.0,1127.0,1127.0,46.58385093167702,53.41614906832298,200
KHAMMAM,KOTHAGUDEM,CHATAKONDA (R),511,345.0,2.4959349593495936,856.0,856.0,40.30373831775701,59.69626168224299,302
KHAMMAM,KOTHAGUDEM,CHUNCHUPALLE,515,350.0,2.4959349593495936,865.0,865.0,40.46242774566474,59.53757225433526,299
KHAMMAM,KOTHAGUDEM,GAREEBPETA,550,354.0,2.0,904.0,904.0,39.15929203539823,60.84070796460177,286
KHAMMAM,KOTHAGUDEM,KARUKONDA,1426,883.0,3.0,2309.0,2309.0,38.2416630576007,61.7583369423993,30
KHAMMAM,KOTHAGUDEM,LAXMIDEVIPALLE,1851,1142.0,4.0,2993.0,2993.0,38.155696625459406,61.8443033745406,14
KHAMMAM,KOTHAGUDEM,MYLARAM,509,407.0,2.0,916.0,916.0,44.43231441048035,55.567685589519655,281
KHAMMAM,KOTHAGUDEM,NARSIMHANAGAR,299,201.0,3.0,500.0,500.0,40.2,59.8,440
KHAMMAM,KOTHAGUDEM,PENAGADAPA,836,679.0,5.0,1515.0,1515.0,44.81848184818482,55.181518151815176,116
KHAMMAM,KOTHAGUDEM,PENUBALLI,562,408.0,1.0,970.0,2918.0,13.982179575051404,19.259766963673748,15
KHAMMAM,KOTHAGUDEM,RAGHAVAPURAM,356,264.0,2.0,620.0,620.0,42.58064516129032,57.41935483870968,382
KHAMMAM,KOTHAGUDEM,REGALLA,1449,1059.0,7.0,2508.0,3054.0,34.67583497053045,47.445972495088405,12
KHAMMAM,KOTHAGUDEM,RUDRAMPUR,1281,704.0,1.0,1985.0,1985.0,35.46599496221663,64.53400503778337,54
KHAMMAM,KOTHAGUDEM,SARVARAM,1002,698.0,5.0,1700.0,1700.0,41.05882352941176,58.94117647058823,85
KHAMMAM,KOTHAGUDEM,SEETAMPETA,568,374.0,2.0,942.0,942.0,39.70276008492569,60.29723991507431,269
KHAMMAM,KOTHAGUDEM,SEETHARAMPURAM,1049,773.0,3.0,1822.0,3176.0,24.338790931989923,33.02896725440806,8
KHAMMAM,KOTHAGUDEM,SINGABHUPALEM,1281,889.0,6.0,2170.0,2170.0,40.96774193548387,59.03225806451613,37
KHAMMAM,KOTHAGUDEM,SUJATHANAGAR,1900,1246.0,3.0,3146.0,3146.0,39.60584869675779,60.39415130324222,9
KHAMMAM,KOTHAGUDEM,VENKATESH KHANI,36,28.0,2.4959349593495936,64.0,64.0,43.75,56.25,521
KHAMMAM,KUSUMANCHI,BHAGAYATH VEEDU,109,94.0,1.0,203.0,203.0,46.30541871921182,53.69458128078818,514
KHAMMAM,KUSUMANCHI,CHEGOMMA,533,369.0,2.0,902.0,902.0,40.909090909090914,59.09090909090909,287
KHAMMAM,KUSUMANCHI,CHOWTAPALLI,532,401.0,1.0,933.0,933.0,42.97963558413719,57.020364415862815,274
KHAMMAM,KUSUMANCHI,ESWARAMADARAM,429,243.0,2.0,672.0,672.0,36.160714285714285,63.83928571428571,366
KHAMMAM,KUSUMANCHI,GAIGOLLAPALLI,848,640.0,4.0,1488.0,1488.0,43.01075268817204,56.98924731182796,121
KHAMMAM,KUSUMANCHI,GANGABANDA THANDA,171,133.0,2.4959349593495936,304.0,304.0,43.75,56.25,504
KHAMMAM,KUSUMANCHI,GATTU SINGARAM,699,470.0,1.0,1169.0,1169.0,40.205303678357566,59.79469632164243,181
KHAMMAM,KUSUMANCHI,GORILAPAD THANDA,422,306.0,1.0,728.0,728.0,42.032967032967036,57.96703296703297,343
KHAMMAM,KUSUMANCHI,GURVAIGUDEM,178,135.0,1.0,313.0,313.0,43.13099041533546,56.86900958466453,500
KHAMMAM,KUSUMANCHI,JAKKEPALLI,356,203.0,2.0,559.0,559.0,36.314847942754916,63.68515205724508,412
KHAMMAM,KUSUMANCHI,JEELACHERUVU,784,483.0,3.0,1267.0,1267.0,38.12154696132597,61.87845303867403,164
KHAMMAM,KUSUMANCHI,JUJJULARAOPETA,465,310.0,1.0,775.0,775.0,40.0,60.0,329
KHAMMAM,KUSUMANCHI,KISTAPURAM,275,163.0,1.0,438.0,1065.0,15.305164319248826,25.821596244131456,220
KHAMMAM,KUSUMANCHI,KOKYA THANDA,333,226.0,2.0,559.0,559.0,40.429338103756706,59.570661896243294,412
KHAMMAM,KUSUMANCHI,KOTHURU,340,223.0,2.0,563.0,563.0,39.60923623445826,60.39076376554174,410
KHAMMAM,KUSUMANCHI,KUSUMANCHI,991,563.0,5.0,1554.0,1554.0,36.22908622908623,63.77091377091377,111
KHAMMAM,KUSUMANCHI,LOKYA THANDA,493,326.0,2.0,819.0,819.0,39.804639804639805,60.195360195360195,315
KHAMMAM,KUSUMANCHI,MALLAIGUDEM,208,128.0,1.0,336.0,336.0,38.095238095238095,61.904761904761905,496
KHAMMAM,KUSUMANCHI,MALLEPALLI,269,168.0,2.4959349593495936,437.0,1606.0,10.460772104607722,16.749688667496887,105
KHAMMAM,KUSUMANCHI,MUNIGEPALLI,188,139.0,2.0,327.0,327.0,42.50764525993883,57.49235474006116,497
KHAMMAM,KUSUMANCHI,MUTYALAGUDEM,319,191.0,4.0,510.0,510.0,37.450980392156865,62.549019607843135,432
KHAMMAM,KUSUMANCHI,NAIKANGUDEM,493,339.0,1.0,832.0,832.0,40.74519230769231,59.254807692307686,309
KHAMMAM,KUSUMANCHI,NARASIMHULAGUDEM,472,308.0,2.0,780.0,780.0,39.48717948717949,60.51282051282051,327
KHAMMAM,KUSUMANCHI,NELAPATLA,475,264.0,1.0,739.0,739.0,35.72395128552097,64.27604871447903,337
KHAMMAM,KUSUMANCHI,PALAIR,642,335.0,2.0,977.0,977.0,34.28863868986694,65.71136131013307,253
KHAMMAM,KUSUMANCHI,PERIKASINGARAM,348,196.0,4.0,544.0,544.0,36.029411764705884,63.970588235294116,419
KHAMMAM,KUSUMANCHI,POCHARAM,493,317.0,3.0,810.0,2282.0,13.891323400525854,21.603856266432953,31
KHAMMAM,KUSUMANCHI,RAJUPETA,358,228.0,1.0,586.0,586.0,38.907849829351534,61.092150170648466,397
KHAMMAM,KUSUMANCHI,TURAKAGUDEM,195,127.0,2.4959349593495936,322.0,322.0,39.44099378881988,60.55900621118012,498
KHAMMAM,MADHIRA,ALLINAGARAM,197,107.0,1.0,304.0,304.0,35.19736842105263,64.80263157894737,504
KHAMMAM,MADHIRA,AMBARUPETA,25,18.0,2.4959349593495936,43.0,43.0,41.86046511627907,58.139534883720934,523
KHAMMAM,MADHIRA,ATUKURU,457,276.0,1.0,733.0,733.0,37.653478854024556,62.346521145975444,341
KHAMMAM,MADHIRA,CHILUKURU,322,189.0,2.4959349593495936,511.0,511.0,36.986301369863014,63.013698630136986,431
KHAMMAM,MADHIRA,DENDUKUR,962,663.0,2.0,1625.0,1625.0,40.8,59.199999999999996,100
KHAMMAM,MADHIRA,DESINENIPALEM,281,152.0,2.0,433.0,433.0,35.10392609699769,64.8960739030023,466
KHAMMAM,MADHIRA,DIDUGUPADU,310,175.0,3.0,485.0,485.0,36.08247422680412,63.91752577319587,449
KHAMMAM,MADHIRA,ILLENDULAPADU,7,5.0,2.4959349593495936,12.0,12.0,41.66666666666667,58.333333333333336,525
KHAMMAM,MADHIRA,ILLURU,309,194.0,3.0,503.0,503.0,38.56858846918489,61.431411530815105,437
KHAMMAM,MADHIRA,JALIMUDI,233,174.0,3.0,407.0,407.0,42.75184275184275,57.24815724815725,477
KHAMMAM,MADHIRA,KHAJIPURAM,91,28.0,2.4959349593495936,119.0,119.0,23.52941176470588,76.47058823529412,517
KHAMMAM,MADHIRA,KHAMMAMPADU,517,322.0,1.0,839.0,839.0,38.37902264600715,61.62097735399284,306
KHAMMAM,MADHIRA,MADHIRA,543,347.0,3.0,890.0,890.0,38.98876404494382,61.01123595505618,294
KHAMMAM,MADHIRA,MADUPALLI,77,49.0,2.4959349593495936,126.0,126.0,38.88888888888889,61.111111111111114,516
KHAMMAM,MADHIRA,MAHADEVPURAM,492,318.0,2.0,810.0,810.0,39.25925925925926,60.74074074074074,316
KHAMMAM,MADHIRA,MALLARAM,457,337.0,2.4959349593495936,794.0,3295.0,10.227617602427921,13.869499241274658,5
KHAMMAM,MADHIRA,MATOOR,525,347.0,2.0,872.0,872.0,39.793577981651374,60.206422018348626,298
KHAMMAM,MADHIRA,MATOORPETA,400,258.0,1.0,658.0,658.0,39.209726443769,60.790273556231,370
KHAMMAM,MADHIRA,MUNAGALA,247,165.0,2.4959349593495936,412.0,412.0,40.04854368932039,59.95145631067961,475
KHAMMAM,MADHIRA,NAGAVARAPPADU,301,206.0,2.4959349593495936,507.0,507.0,40.63116370808679,59.36883629191322,434
KHAMMAM,MADHIRA,NAKKALAGARUVU,138,114.0,1.0,252.0,252.0,45.23809523809524,54.761904761904766,508
KHAMMAM,MADHIRA,NIDANAPURAM,461,309.0,1.0,770.0,770.0,40.129870129870135,59.87012987012987,330
KHAMMAM,MADHIRA,RAYAPATNAM,506,354.0,1.0,860.0,860.0,41.16279069767442,58.837209302325576,300
KHAMMAM,MADHIRA,SIDDINENIGUDEM,369,251.0,1.0,620.0,620.0,40.483870967741936,59.51612903225807,382
KHAMMAM,MADHIRA,SIRIPURAM,855,552.0,6.0,1407.0,1407.0,39.23240938166311,60.76759061833689,136
KHAMMAM,MADHIRA,TONDALA GOPAVARAM,181,104.0,1.0,285.0,285.0,36.49122807017544,63.50877192982456,505
KHAMMAM,MADHIRA,VANGAVEEDU,494,339.0,2.0,833.0,833.0,40.69627851140456,59.30372148859544,308
KHAMMAM,MANUGURU,PAGIDERU,679,449.0,2.0,1128.0,1128.0,39.804964539007095,60.195035460992905,199
KHAMMAM,MANUGURU,RAMANJARAM,1453,976.0,3.0,2429.0,2429.0,40.18114450391108,59.81885549608893,25
KHAMMAM,MANUGURU,SAMITHSINGARAM,515,350.0,2.4959349593495936,865.0,865.0,40.46242774566474,59.53757225433526,299
KHAMMAM,MUDIGONDA,AMMAPETA,311,198.0,3.0,509.0,509.0,38.89980353634578,61.10019646365422,433
KHAMMAM,MUDIGONDA,BANAPURAM,1009,671.0,1.0,1680.0,1680.0,39.94047619047619,60.05952380952381,89
KHAMMAM,MUDIGONDA,CHIRUMARRI,615,435.0,1.0,1050.0,1050.0,41.42857142857143,58.57142857142858,224
KHAMMAM,MUDIGONDA,EDAVALLI,657,493.0,1.0,1150.0,1150.0,42.869565217391305,57.130434782608695,189
KHAMMAM,MUDIGONDA,GANDASIRI,711,449.0,1.0,1160.0,1160.0,38.70689655172414,61.293103448275865,185
KHAMMAM,MUDIGONDA,GOKINAPALLI,832,455.0,2.4959349593495936,1287.0,1287.0,35.35353535353536,64.64646464646465,161
KHAMMAM,MUDIGONDA,KAMALAPURAM,773,536.0,4.0,1309.0,1887.0,28.404875463698993,40.96449390567037,63
KHAMMAM,MUDIGONDA,KATKUR,261,145.0,1.0,406.0,406.0,35.714285714285715,64.28571428571429,478
KHAMMAM,MUDIGONDA,LAKSHMIPURAM,341,238.0,2.4959349593495936,579.0,2004.0,11.87624750499002,17.015968063872254,51
KHAMMAM,MUDIGONDA,MADHAPURAM,616,408.0,3.0,1024.0,1024.0,39.84375,60.15625,234
KHAMMAM,MUDIGONDA,MALLANNAPALEM,262,179.0,2.4959349593495936,441.0,441.0,40.58956916099773,59.410430839002274,462
KHAMMAM,MUDIGONDA,MALLARAM,171,102.0,2.4959349593495936,273.0,3295.0,3.095599393019727,5.189681335356601,5
KHAMMAM,MUDIGONDA,MEDAPALLI,506,292.0,2.4959349593495936,798.0,798.0,36.59147869674185,63.40852130325815,322
KHAMMAM,MUDIGONDA,MUDIGONDA,1407,939.0,7.0,2346.0,2346.0,40.02557544757033,59.974424552429674,26
KHAMMAM,MUDIGONDA,MUTHARAM,837,595.0,3.0,1432.0,1432.0,41.55027932960894,58.44972067039106,130
KHAMMAM,MUDIGONDA,PAMMI,511,354.0,3.0,865.0,865.0,40.92485549132948,59.07514450867052,299
KHAMMAM,MUDIGONDA,PANDREGUPALLI,392,262.0,2.4959349593495936,654.0,654.0,40.0611620795107,59.9388379204893,371
KHAMMAM,MUDIGONDA,PEDAMANDAVA,808,508.0,2.0,1316.0,1316.0,38.60182370820669,61.39817629179332,152
KHAMMAM,MUDIGONDA,SUVARNAPURAM,302,184.0,2.4959349593495936,486.0,486.0,37.86008230452675,62.139917695473244,448
KHAMMAM,MUDIGONDA,VALLABHI,1320,779.0,2.4959349593495936,2099.0,2099.0,37.11291090995712,62.88708909004288,46
KHAMMAM,MUDIGONDA,VALLAPURAM,407,295.0,1.0,702.0,1138.0,25.92267135325132,35.764499121265374,195
KHAMMAM,MUDIGONDA,VENKATAPURAM,370,205.0,1.0,575.0,2912.0,7.039835164835165,12.706043956043956,16
KHAMMAM,MULKALAPALLE,CHAPARALAPALLI,771,588.0,1.0,1359.0,1359.0,43.26710816777042,56.73289183222958,138
KHAMMAM,MULKALAPALLE,JAGANNADHAPURAM,2051,350.0,5.0,2401.0,3798.0,9.215376513954714,54.002106371774616,1
KHAMMAM,MULKALAPALLE,MULAKALAPALLI,515,350.0,2.4959349593495936,865.0,865.0,40.46242774566474,59.53757225433526,299
