district,mandal,gp,female,male,transgender
KHAMMAM,KUSUMANCHI,MUNIGEPALLI,188,139.0,2.0
KHAMMAM,KUSUMANCHI,MUTYALAGUDEM,319,191.0,4.0
KHAMMAM,KUSUMANCHI,NAIKANGUDEM,493,339.0,1.0
KHAMMAM,KUSUMANCHI,NARASIMHULAGUDEM,472,308.0,2.0
KHAMMAM,KUSUMANCHI,NELAPATLA,475,264.0,1.0
KHAMMAM,KUSUMANCHI,PALAIR,642,335.0,2.0
KHAMMAM,KUSUMANCHI,PERIKASINGARAM,348,196.0,4.0
KHAMMAM,KUSUMANCHI,POCHARAM,493,317.0,3.0
KHAMMAM,KUSUMANCHI,RAJUPETA,358,228.0,1.0
KHAMMAM,KUSUMANCHI,TURAKAGUDEM,195,127.0,2.4959349593495936
KHAMMAM,MADHIRA,ALLINAGARAM,197,107.0,1.0
KHAMMAM,MADHIRA,AMBARUPETA,25,18.0,2.4959349593495936
KHAMMAM,MADHIRA,ATUKURU,457,276.0,1.0
KHAMMAM,MADHIRA,CHILUKURU,322,189.0,2.4959349593495936
KHAMMAM,MADHIRA,DENDUKUR,962,663.0,2.0
KHAMMAM,MADHIRA,DESINENIPALEM,281,152.0,2.0
KHAMMAM,MADHIRA,DIDUGUPADU,310,175.0,3.0
KHAMMAM,MADHIRA,ILLENDULAPADU,7,5.0,2.4959349593495936
KHAMMAM,MADHIRA,ILLURU,309,194.0,3.0
KHAMMAM,MADHIRA,JALIMUDI,233,174.0,3.0
KHAMMAM,MADHIRA,KHAJIPURAM,91,28.0,2.4959349593495936
KHAMMAM,MADHIRA,KHAMMAMPADU,517,322.0,1.0
KHAMMAM,MADHIRA,MADHIRA,543,347.0,3.0
KHAMMAM,MADHIRA,MADUPALLI,77,49.0,2.4959349593495936
KHAMMAM,MADHIRA,MAHADEVPURAM,492,318.0,2.0
KHAMMAM,MADHIRA,MALLARAM,457,337.0,2.4959349593495936
KHAMMAM,MADHIRA,MATOOR,525,347.0,2.0
KHAMMAM,MADHIRA,MATOORPETA,400,258.0,1.0
KHAMMAM,MADHIRA,MUNAGALA,247,165.0,2.4959349593495936
KHAMMAM,MADHIRA,NAGAVARAPPADU,301,206.0,2.4959349593495936
KHAMMAM,MADHIRA,NAKKALAGARUVU,138,114.0,1.0
KHAMMAM,MADHIRA,NIDANAPURAM,461,309.0,1.0
KHAMMAM,MADHIRA,RAYAPATNAM,506,354.0,1.0
KHAMMAM,MADHIRA,SIDDINENIGUDEM,369,251.0,1.0
KHAMMAM,MADHIRA,SIRIPURAM,855,552.0,6.0
KHAMMAM,MADHIRA,TONDALA GOPAVARAM,181,104.0,1.0
KHAMMAM,MADHIRA,VANGAVEEDU,494,339.0,2.0
KHAMMAM,MANUGURU,PAGIDERU,679,449.0,2.0
KHAMMAM,MANUGURU,RAMANJARAM,1453,976.0,3.0
KHAMMAM,MANUGURU,SAMITHSINGARAM,515,350.0,2.4959349593495936
KHAMMAM,MUDIGONDA,AMMAPETA,311,198.0,3.0
KHAMMAM,MUDIGONDA,BANAPURAM,1009,671.0,1.0
KHAMMAM,MUDIGONDA,CHIRUMARRI,615,435.0,1.0
KHAMMAM,MUDIGONDA,EDAVALLI,657,493.0,1.0
KHAMMAM,MUDIGONDA,GANDASIRI,711,449.0,1.0
KHAMMAM,MUDIGONDA,GOKINAPALLI,832,455.0,2.4959349593495936
KHAMMAM,MUDIGONDA,KAMALAPURAM,773,536.0,4.0
KHAMMAM,MUDIGONDA,KATKUR,261,145.0,1.0
KHAMMAM,MUDIGONDA,LAKSHMIPURAM,341,238.0,2.4959349593495936
KHAMMAM,MUDIGONDA,MADHAPURAM,616,408.0,3.0
KHAMMAM,MUDIGONDA,MALLANNAPALEM,262,179.0,2.4959349593495936
KHAMMAM,MUDIGONDA,MALLARAM,171,102.0,2.4959349593495936
KHAMMAM,MUDIGONDA,MEDAPALLI,506,292.0,2.4959349593495936
KHAMMAM,MUDIGONDA,MUDIGONDA,1407,939.0,7.0
KHAMMAM,MUDIGONDA,MUTHARAM,837,595.0,3.0
KHAMMAM,MUDIGONDA,PAMMI,511,354.0,3.0
KHAMMAM,MUDIGONDA,PANDREGUPALLI,392,262.0,2.4959349593495936
KHAMMAM,MUDIGONDA,PEDAMANDAVA,808,508.0,2.0
KHAMMAM,MUDIGONDA,SUVARNAPURAM,302,184.0,2.4959349593495936
KHAMMAM,MUDIGONDA,VALLABHI,1320,779.0,2.4959349593495936
KHAMMAM,MUDIGONDA,VALLAPURAM,407,295.0,1.0
KHAMMAM,MUDIGONDA,VENKATAPURAM,370,205.0,1.0
KHAMMAM,MULKALAPALLE,CHAPARALAPALLI,771,588.0,1.0
KHAMMAM,MULKALAPALLE,JAGANNADHAPURAM,2051,350.0,5.0
KHAMMAM,MULKALAPALLE,MULAKALAPALLI,515,350.0,2.4959349593495936
KHAMMAM,MULKALAPALLE,POGALLAPALLI,674,502.0,1.0
KHAMMAM,MULKALAPALLE,PUSUGUDEM,1473,1065.0,3.0
KHAMMAM,MULKALAPALLE,THIMMAMPETA,688,630.0,2.0
KHAMMAM,NELAKONDAPALLE,AMMAGUDEM,194,123.0,2.4959349593495936
KHAMMAM,NELAKONDAPALLE,ANASAGARAM,308,184.0,2.4959349593495936
KHAMMAM,NELAKONDAPALLE,APPALA NARSIMHAPURAM,510,300.0,1.0
KHAMMAM,NELAKONDAPALLE,AREGUDEM,225,147.0,1.0
KHAMMAM,NELAKONDAPALLE,BAIRAVUNIPALLI,635,386.0,2.4959349593495936
KHAMMAM,NELAKONDAPALLE,BODULABANDA,693,366.0,1.0
KHAMMAM,NELAKONDAPALLE,BUDDHARAM,362,202.0,2.4959349593495936
KHAMMAM,NELAKONDAPALLE,CHENNARAM,440,294.0,1.0
KHAMMAM,NELAKONDAPALLE,CHERUVU MADHARAM,1188,708.0,3.0
KHAMMAM,NELAKONDAPALLE,GUVVALAGUDEM,487,303.0,2.4959349593495936
KHAMMAM,NELAKONDAPALLE,KATTU KACHARAM,345,221.0,1.0
KHAMMAM,NELAKONDAPALLE,KONAIGUDEM,430,239.0,2.0
KHAMMAM,NELAKONDAPALLE,KORATLAGUDEM,240,126.0,2.4959349593495936
KHAMMAM,NELAKONDAPALLE,KOTHAKOTHURU,301,187.0,1.0
KHAMMAM,NELAKONDAPALLE,MANDRAJUPALLI,368,231.0,1.0
KHAMMAM,NELAKONDAPALLE,MANGAPURAM THANDA,776,467.0,2.4959349593495936
KHAMMAM,NELAKONDAPALLE,MOTAPURAM,385,263.0,2.0
KHAMMAM,NELAKONDAPALLE,MUJJUGUDEM,333,220.0,1.0
KHAMMAM,NELAKONDAPALLE,NACHEPALLI,384,208.0,2.0
KHAMMAM,NELAKONDAPALLE,NELAKONDAPALLY,1428,756.0,2.0
KHAMMAM,NELAKONDAPALLE,PAINAMPALLI,659,349.0,1.0
KHAMMAM,NELAKONDAPALLE,RAJESWARAPURAM,605,313.0,7.0
KHAMMAM,NELAKONDAPALLE,RAMACHANDRAPURAM,215,120.0,2.4959349593495936
KHAMMAM,NELAKONDAPALLE,RAVIGUDEM,610,399.0,1.0
KHAMMAM,NELAKONDAPALLE,SANKARAGIRI THANDA,344,247.0,2.4959349593495936
KHAMMAM,NELAKONDAPALLE,SURDEPALLI,245,161.0,2.4959349593495936
KHAMMAM,PALWANCHA,CHANDRALAGUDEM,318,260.0,2.4959349593495936
KHAMMAM,PALWANCHA,DANTHELABORA,592,524.0,2.0
KHAMMAM,PALWANCHA,JAGANNADHAPURAM,636,405.0,1.0
KHAMMAM,PALWANCHA,NAGARAM,662,445.0,3.0
KHAMMAM,PALWANCHA,PANDURANGAPURAM,1003,650.0,1.0
KHAMMAM,PALWANCHA,PAYAKARI YANAMBYLU,564,374.0,2.4959349593495936
KHAMMAM,PALWANCHA,SOMULAGUDEM,623,343.0,4.0
KHAMMAM,PALWANCHA,SURARAM,353,224.0,1.0
KHAMMAM,PALWANCHA,THOGUGUDEM,237,165.0,2.4959349593495936
KHAMMAM,PALWANCHA,VULVANOOR,725,600.0,2.0
KHAMMAM,PALWANCHA,YANAMBAILU,978,676.0,2.0
KHAMMAM,PENUBALLI,BAYYANNAGUDEM,347,207.0,1.0
KHAMMAM,PENUBALLI,BHAVANNAPALEM,180,131.0,2.4959349593495936
KHAMMAM,PENUBALLI,BRAHMALLA KUNTA,457,335.0,1.0
KHAMMAM,PENUBALLI,CHINTHAGUDEM,659,387.0,3.0
KHAMMAM,PENUBALLI,GANESHUNIPADU,257,177.0,2.0
KHAMMAM,PENUBALLI,GANGADEVIPADU,427,265.0,2.4959349593495936
KHAMMAM,PENUBALLI,GOWRARAM,475,353.0,1.0
KHAMMAM,PENUBALLI,KONDRUPADU,915,645.0,5.0
KHAMMAM,PENUBALLI,KOTHA KARAIGUDEM,352,240.0,2.4959349593495936
KHAMMAM,PENUBALLI,KUPPENAKUNTLA,554,396.0,4.0
KHAMMAM,PENUBALLI,LANKAPALLI,669,467.0,5.0
KHAMMAM,PENUBALLI,LINGAGUDEM,531,373.0,2.0
KHAMMAM,PENUBALLI,MANDALAPADU,607,463.0,3.0
KHAMMAM,PENUBALLI,PATHA KARAIGUDEM,472,366.0,3.0
KHAMMAM,PENUBALLI,PENUBALLI,1204,744.0,2.0
KHAMMAM,PENUBALLI,RAMACHANDRARAO BANJAR,318,282.0,1.0
KHAMMAM,PENUBALLI,TEKULAPALLI,595,475.0,2.0
KHAMMAM,PENUBALLI,TELAGAVARAM,543,407.0,2.4959349593495936
KHAMMAM,PENUBALLI,THALLAPENTA,388,298.0,1.0
KHAMMAM,PENUBALLI,THUMMALAPALLY,219,146.0,2.4959349593495936
KHAMMAM,PENUBALLI,YEDLA BANJARA,236,166.0,2.4959349593495936
KHAMMAM,PENUBALLI,YERUGHATLA,326,260.0,2.4959349593495936
KHAMMAM,PINAPAKA,ANANTHARAM,346,214.0,2.4959349593495936
KHAMMAM,PINAPAKA,BATTUPALLI,354,211.0,2.4959349593495936
KHAMMAM,PINAPAKA,BAYYARAM,1309,879.0,2.4959349593495936
KHAMMAM,PINAPAKA,DUGINEPALLI,729,508.0,2.4959349593495936
KHAMMAM,PINAPAKA,ELCHIREDDIPALLY,416,279.0,2.4959349593495936
KHAMMAM,PINAPAKA,JANAMPETA,1348,996.0,4.0
KHAMMAM,PINAPAKA,KARAKAGUDEM,715,469.0,7.0
KHAMMAM,PINAPAKA,MALLARAM,407,263.0,2.0
KHAMMAM,PINAPAKA,PADMA PURAM,608,434.0,1.0
KHAMMAM,PINAPAKA,PINAPAKA,606,379.0,2.0
KHAMMAM,PINAPAKA,POTLAPALLI,513,325.0,1.0
KHAMMAM,PINAPAKA,REGALLA,304,242.0,2.4959349593495936
KHAMMAM,PINAPAKA,SAMATH MOTHE,721,482.0,2.0
KHAMMAM,PINAPAKA,SAMATHBATTUPALLI,482,308.0,1.0
KHAMMAM,PINAPAKA,SINGIREDDIPALLI,353,274.0,2.4959349593495936
KHAMMAM,PINAPAKA,UPPAKA,981,649.0,6.0
KHAMMAM,PINAPAKA,VENKATRAOPETA,189,123.0,1.0
KHAMMAM,SATHUPALLE,BETHUPALLI,633,452.0,3.0
KHAMMAM,SATHUPALLE,BUGGAPADU,536,385.0,1.0
KHAMMAM,SATHUPALLE,CHERUKUPALLI,308,234.0,2.0
KHAMMAM,SATHUPALLE,GANGARAM,998,675.0,2.0
KHAMMAM,SATHUPALLE,KAKARLAPALLI,858,590.0,4.0
KHAMMAM,SATHUPALLE,KISTAPURAM,365,262.0,1.0
KHAMMAM,SATHUPALLE,KISTARAM,765,582.0,3.0
KHAMMAM,SATHUPALLE,NARAYANAPURAM,251,183.0,2.0
KHAMMAM,SATHUPALLE,PAKALAGUDEM,198,167.0,2.0
KHAMMAM,SATHUPALLE,RAMANAGARAM,398,271.0,2.4959349593495936
KHAMMAM,SATHUPALLE,REJERLA,874,635.0,2.0
KHAMMAM,SATHUPALLE,RUDRAKSHAPALLI,748,566.0,5.0
KHAMMAM,SATHUPALLE,SADASIVUNIPALEM,300,216.0,1.0
KHAMMAM,SATHUPALLE,SIDDARAM,744,539.0,2.0
KHAMMAM,SATHUPALLE,THUMBUR,541,428.0,2.4959349593495936
KHAMMAM,SATHUPALLE,YATALAKUNTA,358,221.0,2.0
KHAMMAM,SINGARENI,BAJUMALLAIGUDEM,476,325.0,3.0
KHAMMAM,SINGARENI,BHAGYA NAGAR THANDA,1072,691.0,1.0
KHAMMAM,SINGARENI,CHEEMALAPADU,528,384.0,2.4959349593495936
KHAMMAM,SINGARENI,DUBBA THANDA,518,341.0,3.0
KHAMMAM,SINGARENI,GIDDAVARIGUDEM,368,242.0,2.4959349593495936
KHAMMAM,SINGARENI,KAMALAPURAM,345,233.0,2.0
KHAMMAM,SINGARENI,KAREPALLE (GATE),432,280.0,2.4959349593495936
KHAMMAM,SINGARENI,KOMATLAGUDEM,621,452.0,2.0
KHAMMAM,SINGARENI,MADHARAM,1241,752.0,2.0
KHAMMAM,SINGARENI,MANIKYARAM,725,585.0,2.0
KHAMMAM,SINGARENI,PERUPALLE,1126,746.0,3.0
KHAMMAM,SINGARENI,POLAMPALLY,372,221.0,4.0
KHAMMAM,SINGARENI,RELAKAYALAPALLI,787,528.0,4.0
KHAMMAM,SINGARENI,SEETHARAMPURAM,789,565.0,3.0
KHAMMAM,SINGARENI,SINGARENI,1011,565.0,3.0
KHAMMAM,SINGARENI,TEKULAGUDEM,147,81.0,2.0
KHAMMAM,SINGARENI,THODITHALA GUDEM,278,155.0,2.4959349593495936
KHAMMAM,SINGARENI,USIRIKAYALAPALLE,601,367.0,2.0
KHAMMAM,SINGARENI,VISWANADHAPALLE,679,469.0,1.0
KHAMMAM,TALLADA,ANNARGUDEM,1390,941.0,2.0
KHAMMAM,TALLADA,BASAVAPURAM,252,177.0,2.4959349593495936
KHAMMAM,TALLADA,BILLUPADU,629,438.0,2.4959349593495936
KHAMMAM,TALLADA,GOLLAGUDEM,301,206.0,2.4959349593495936
KHAMMAM,TALLADA,GOPALAPETA,315,195.0,1.0
KHAMMAM,TALLADA,KALAKODIMA,562,403.0,2.4959349593495936
KHAMMAM,TALLADA,KESAVAPURAM,124,78.0,1.0
KHAMMAM,TALLADA,KODAVATIMETTA,289,164.0,1.0
KHAMMAM,TALLADA,KOTHA VENKATAGIRI,282,179.0,1.0
KHAMMAM,TALLADA,KURNAVALLI,855,555.0,1.0
KHAMMAM,TALLADA,LAXMIPURAM,187,116.0,2.0
KHAMMAM,TALLADA,MALLARAM,918,640.0,5.0
KHAMMAM,TALLADA,MITTAPALLI,676,441.0,1.0
KHAMMAM,TALLADA,MUDDUNURU,415,313.0,3.0
KHAMMAM,TALLADA,NUTHANKAL,469,332.0,1.0
KHAMMAM,TALLADA,PINAPAKA,564,399.0,1.0
KHAMMAM,TALLADA,RAMANUJAVARAM,293,187.0,1.0
KHAMMAM,TALLADA,RANGAM BANJAR,430,290.0,1.0
KHAMMAM,TALLADA,REJERLA,224,143.0,2.4959349593495936
KHAMMAM,TALLADA,TELAGARAM,141,107.0,2.4959349593495936
KHAMMAM,TALLADA,THALLADA,1988,1253.0,7.0
KHAMMAM,TALLADA,VENGANNAPETA,353,257.0,3.0
KHAMMAM,TEKULAPALLE,BETHAMPUDI,1231,885.0,3.0
KHAMMAM,TEKULAPALLE,BODDU THANDA,617,469.0,3.0
KHAMMAM,TEKULAPALLE,BODU,1257,899.0,3.0
KHAMMAM,TEKULAPALLE,GANGARAM,1216,873.0,3.0
KHAMMAM,TEKULAPALLE,GOLLAPALLE,791,546.0,1.0
KHAMMAM,TEKULAPALLE,KOPPURAI,703,580.0,5.0
KHAMMAM,TEKULAPALLE,KOYAGUDEM,1199,915.0,2.4959349593495936
KHAMMAM,TEKULAPALLE,PEGALLAPADU,942,637.0,1.0
KHAMMAM,TEKULAPALLE,SHAMBUNIGUDEM,512,364.0,2.4959349593495936
KHAMMAM,TEKULAPALLE,SULANAGAR,805,529.0,2.4959349593495936
KHAMMAM,TEKULAPALLE,TEKULAPALLI,1307,854.0,2.4959349593495936
KHAMMAM,TEKULAPALLE,THADIKALAPUDI,775,548.0,2.0
KHAMMAM,THIRUMALAYAPALEM,BACHODU,665,490.0,2.4959349593495936
KHAMMAM,THIRUMALAYAPALEM,BACHODU THANDA,273,201.0,2.4959349593495936
KHAMMAM,THIRUMALAYAPALEM,BEEROLU,1005,634.0,2.0
KHAMMAM,THIRUMALAYAPALEM,CHANDRU THANDA,352,213.0,1.0
KHAMMAM,THIRUMALAYAPALEM,DAMMAIGUDEM,312,176.0,2.4959349593495936
KHAMMAM,THIRUMALAYAPALEM,EDULLACHERUVU,383,267.0,1.0
KHAMMAM,THIRUMALAYAPALEM,ERRAGADDA,271,185.0,2.4959349593495936
KHAMMAM,THIRUMALAYAPALEM,GOL THANDA,382,237.0,1.0
KHAMMAM,THIRUMALAYAPALEM,HASNABAD,487,334.0,2.0
KHAMMAM,THIRUMALAYAPALEM,HYDERSAIPET,607,428.0,1.0
KHAMMAM,THIRUMALAYAPALEM,ISLAVATH THANDA,495,346.0,3.0
KHAMMAM,THIRUMALAYAPALEM,JALLEPALLI,458,279.0,2.0
KHAMMAM,THIRUMALAYAPALEM,JUPEDA,379,318.0,1.0
KHAMMAM,THIRUMALAYAPALEM,KAKARAVAI,1439,1042.0,3.0
KHAMMAM,THIRUMALAYAPALEM,KOKKIRENI,363,236.0,2.4959349593495936
KHAMMAM,THIRUMALAYAPALEM,MEDIDEPALLE,766,546.0,4.0
KHAMMAM,THIRUMALAYAPALEM,MOHAMMADAPURAM,412,290.0,1.0
KHAMMAM,THIRUMALAYAPALEM,PAINAMPALLI,361,264.0,2.4959349593495936
KHAMMAM,THIRUMALAYAPALEM,PATHARLAPADU,470,291.0,3.0
KHAMMAM,THIRUMALAYAPALEM,PINDIPROLU,924,646.0,1.0
KHAMMAM,THIRUMALAYAPALEM,RAGHUNADHAPALEM,291,201.0,1.0
KHAMMAM,THIRUMALAYAPALEM,RAJARAM,257,212.0,2.4959349593495936
KHAMMAM,THIRUMALAYAPALEM,SOLIPURAM,310,244.0,2.4959349593495936
KHAMMAM,THIRUMALAYAPALEM,SUBLAID,755,485.0,2.4959349593495936
KHAMMAM,THIRUMALAYAPALEM,THALLA CHERUVU,273,178.0,1.0
KHAMMAM,THIRUMALAYAPALEM,THETTELAPADU,421,265.0,1.0
KHAMMAM,THIRUMALAYAPALEM,THIRUMALAYAPALEM,718,413.0,2.4959349593495936
KHAMMAM,THIRUMALAYAPALEM,TIPPAREDDIGUDEM,354,231.0,1.0
KHAMMAM,VARARAMACHANDRAPURAM,SRIRAMGIRI,1,1.0,2.4959349593495936
KHAMMAM,VELAIRPADU,KATUKUR,1,420.97667638483966,2.4959349593495936
KHAMMAM,VEMSOOR,ADSARLAPADU,623,460.0,1.0
KHAMMAM,VEMSOOR,AMMAPALEM,377,300.0,1.0
KHAMMAM,VEMSOOR,BEERAPALLI,271,225.0,4.0
KHAMMAM,VEMSOOR,BHARANIPADU,232,185.0,2.0
KHAMMAM,VEMSOOR,BHEEMAVARAM,335,264.0,3.0
KHAMMAM,VEMSOOR,DUDDIPUDI,360,255.0,2.4959349593495936
KHAMMAM,VEMSOOR,KALLURUGUDEM,394,265.0,1.0
KHAMMAM,VEMSOOR,KANDUKURU,971,749.0,6.0
KHAMMAM,VEMSOOR,KONDRAGATLAMALLELA,695,561.0,2.4959349593495936
KHAMMAM,VEMSOOR,KUNCHAPARTHI,391,279.0,1.0
KHAMMAM,VEMSOOR,LACHANNAGUDEM,291,220.0,2.4959349593495936
KHAMMAM,VEMSOOR,LINGAPALEM,323,237.0,1.0
KHAMMAM,VEMSOOR,MARLAPADU,631,463.0,1.0
KHAMMAM,VEMSOOR,MODDULAGUDEM,260,184.0,3.0
KHAMMAM,VEMSOOR,PALLEVADA,292,209.0,2.0
KHAMMAM,VEMSOOR,RAMANNAPELEM,378,296.0,2.4959349593495936
KHAMMAM,VEMSOOR,V.VENKATAPURAM,607,438.0,3.0
KHAMMAM,VEMSOOR,VEMSOOR,718,444.0,4.0
KHAMMAM,VEMSOOR,YERRAGUNTA,506,395.0,2.4959349593495936
KHAMMAM,VENKATAPURAM,ALUBAKA,904,675.0,1.0
KHAMMAM,VENKATAPURAM,BARLAGUDEM,442,339.0,2.4959349593495936
KHAMMAM,VENKATAPURAM,EDHIRA,310,205.0,2.4959349593495936
KHAMMAM,VENKATAPURAM,MARIKALA,865,604.0,2.0
KHAMMAM,VENKATAPURAM,MORRAVARIGUDEM,542,429.0,3.0
KHAMMAM,VENKATAPURAM,PATHRAPURAM,1061,752.0,2.0
KHAMMAM,VENKATAPURAM,SURAVEEDU,649,464.0,1.0
KHAMMAM,VENKATAPURAM,VEERABHADRARAM,261,176.0,2.4959349593495936
KHAMMAM,VENKATAPURAM,VENKATAPURAM,515,350.0,5.0
KHAMMAM,WAZEED,CHERUKUR (G),539,339.0,2.4959349593495936
KHAMMAM,WAZEED,CHINTOOR,980,645.0,6.0
KHAMMAM,WAZEED,EDJARLAPALLI (G),678,450.0,2.0
KHAMMAM,WAZEED,GUMMADIDODDI(Z),258,133.0,2.4959349593495936
KHAMMAM,WAZEED,KONGALA (G),370,220.0,2.0
KHAMMAM,WAZEED,KRISHNAPURAM (G),690,456.0,2.4959349593495936
KHAMMAM,WAZEED,MURMUR (G),801,544.0,2.0
KHAMMAM,WAZEED,PERURU (G),851,568.0,2.0
KHAMMAM,WAZEED,WAZEEDU NAGARAM,697,464.0,1.0
KHAMMAM,WYRA,ASTNAGURTHY,357,245.0,2.4959349593495936
KHAMMAM,WYRA,DACHAPURAM,307,195.0,2.4959349593495936
KHAMMAM,WYRA,GANNAVARAM,631,407.0,6.0
KHAMMAM,WYRA,GARIKAPADU,369,259.0,2.4959349593495936
KHAMMAM,WYRA,GOLLANAPADU,397,246.0,1.0
KHAMMAM,WYRA,GOLLAPUDI,550,348.0,1.0
KHAMMAM,WYRA,KHANAPURAM,236,151.0,2.4959349593495936
KHAMMAM,WYRA,KONDA KODIMA,371,217.0,1.0
KHAMMAM,WYRA,LAKSHMIPURAM,110,61.0,2.4959349593495936
KHAMMAM,WYRA,LINGANNAPALEM,152,90.0,2.4959349593495936
KHAMMAM,WYRA,MUSALIMADUGU,281,212.0,2.4959349593495936
KHAMMAM,WYRA,NARAPANENIPALLI,214,144.0,1.0
KHAMMAM,WYRA,PALADUGU,462,306.0,2.4959349593495936
KHAMMAM,WYRA,PUNYAPURAM,276,212.0,2.4959349593495936
KHAMMAM,WYRA,REBBAVARAM,658,356.0,5.0
KHAMMAM,WYRA,SIRIPURAM(K.G),644,410.0,2.0
KHAMMAM,WYRA,SOMAVARAM,515,350.0,2.4959349593495936
KHAMMAM,WYRA,TATIPUDI,626,404.0,2.0
KHAMMAM,WYRA,VALLAPURAM,257,179.0,1.0
KHAMMAM,WYRA,VIPPALA MADAKA,326,219.0,2.0
KHAMMAM,YELLANDU,CHALLA SAMUDRAM,2010,1313.0,3.0
KHAMMAM,YELLANDU,KOMARARAM,1079,763.0,2.4959349593495936
KHAMMAM,YELLANDU,MANIKYARAM,591,419.0,1.0
KHAMMAM,YELLANDU,MARRIGUDEM,457,330.0,2.4959349593495936
KHAMMAM,YELLANDU,POLARAM,744,552.0,2.0
KHAMMAM,YELLANDU,RAGHABOINAGUDEM,608,425.0,2.0
KHAMMAM,YELLANDU,ROMPAID,515,350.0,2.4959349593495936
KHAMMAM,YELLANDU,SUDIMALLA,515,350.0,2.4959349593495936
KHAMMAM,YERRUPALEM,AYYAVARIGUDEM,427,312.0,2.4959349593495936
KHAMMAM,YERRUPALEM,BANIGANDLAPADU,661,352.0,4.0
KHAMMAM,YERRUPALEM,BANJARA,254,151.0,2.4959349593495936
KHAMMAM,YERRUPALEM,BHEEMAVARAM,602,425.0,2.0
KHAMMAM,YERRUPALEM,BUCHI REDDY PALEM,585,400.0,1.0
KHAMMAM,YERRUPALEM,CHOPPAKATLA PALEM,392,265.0,2.4959349593495936
KHAMMAM,YERRUPALEM,GATLA GOWRARAM,164,115.0,2.0
KHAMMAM,YERRUPALEM,GOSAVEEDU,333,213.0,2.4959349593495936
KHAMMAM,YERRUPALEM,GUNTUPALLI GOPAVARAM,440,368.0,1.0
KHAMMAM,YERRUPALEM,INAGALI,483,294.0,1.0
KHAMMAM,YERRUPALEM,JAMALAPURAM,570,370.0,2.0
KHAMMAM,YERRUPALEM,KACHAVARAM,145,91.0,2.4959349593495936
KHAMMAM,YERRUPALEM,KOTHAPALEM,430,277.0,1.0
KHAMMAM,YERRUPALEM,MAMUNURU,827,509.0,1.0
KHAMMAM,YERRUPALEM,MEENAVOLE,734,434.0,1.0
KHAMMAM,YERRUPALEM,MULUGUMADU,314,201.0,2.0
KHAMMAM,YERRUPALEM,PEDDA GOPARAM,365,200.0,7.0
KHAMMAM,YERRUPALEM,PEGALLAPADU,291,174.0,1.0
KHAMMAM,YERRUPALEM,RAJUPALEM,547,398.0,3.0
KHAMMAM,YERRUPALEM,REMIDICHERLA,521,338.0,2.4959349593495936
KHAMMAM,YERRUPALEM,SAKHINA VEEDU,317,177.0,2.0
KHAMMAM,YERRUPALEM,THAKKELLA PADU,463,277.0,1.0
KHAMMAM,YERRUPALEM,YERRUPALEM,1070,594.0,4.0
