district_,mandal,wardname,female,male,transgender,total_illiterates,total_illiterates_by_ward,percentage_male,percentage_female,rank_by_illiterates
NALGONDA,CHINTHA PALLE,MALLE PALLI P.K.KURTHI,250,172,1.0,422,422,40.758293838862556,59.241706161137444,678
NALGONDA,CHINTHA PALLE,NASARLA PALLI,514,318,3.0,832,832,38.22115384615385,61.77884615384615,404
NALGONDA,CHINTHA PALLE,NELVALA PALLI,426,270,2.3849259757738897,696,696,38.793103448275865,61.206896551724135,494
NALGONDA,CHINTHA PALLE,POLEPALLI RAMNAGAR,724,492,1.0,1216,1216,40.46052631578947,59.539473684210535,221
NALGONDA,CHINTHA PALLE,SAKALSEREPALLY,337,214,2.3849259757738897,551,551,38.83847549909255,61.16152450090744,591
NALGONDA,CHINTHA PALLE,TAKKALLA PALLI,466,330,1.0,796,796,41.45728643216081,58.5427135678392,429
NALGONDA,CHINTHA PALLE,TEEDED,799,555,1.0,1354,1354,40.98966026587888,59.01033973412112,179
NALGONDA,CHINTHA PALLE,VARKAL,276,167,2.3849259757738897,443,443,37.69751693002257,62.30248306997742,662
NALGONDA,CHINTHA PALLE,VINJAMOOR,1106,686,4.0,1792,1792,38.28125,61.71875,78
NALGONDA,CHITYALA,AIPOOR,474,286,4.0,760,760,37.631578947368425,62.36842105263158,451
NALGONDA,CHITYALA,CHINAKAPARTHY,832,514,1.0,1346,1346,38.187221396731054,61.812778603268946,183
NALGONDA,CHITYALA,CHITYAL,463,952,2.3849259757738897,1415,1415,67.2791519434629,32.72084805653711,158
NALGONDA,CHITYALA,GUNDRAMPALLY,719,327,1.0,1046,1046,31.261950286806883,68.73804971319312,292
NALGONDA,CHITYALA,NERADA,702,383,2.0,1085,1085,35.29953917050691,64.7004608294931,273
NALGONDA,CHITYALA,PEDAKAPARTHY,968,573,2.3849259757738897,1541,1541,37.183646982478905,62.81635301752109,136
NALGONDA,CHITYALA,PERE PALLE,273,143,2.3849259757738897,416,416,34.375,65.625,682
NALGONDA,CHITYALA,PITTAM PALLE,302,216,2.3849259757738897,518,1388,15.561959654178676,21.75792507204611,165
NALGONDA,CHITYALA,SHIVANENI GUDEM,255,161,5.0,416,416,38.70192307692308,61.29807692307693,682
NALGONDA,CHITYALA,SUNKENE PALLE,337,220,2.0,557,557,39.497307001795335,60.502692998204665,588
NALGONDA,CHITYALA,TALLA YELLEMLA,660,386,4.0,1046,1046,36.90248565965583,63.09751434034416,292
NALGONDA,CHITYALA,URMADLA,724,424,2.3849259757738897,1148,1148,36.933797909407666,63.06620209059234,245
NALGONDA,CHITYALA,VANIPAKALA,510,302,2.3849259757738897,812,812,37.19211822660098,62.80788177339901,417
NALGONDA,CHITYALA,VELIMINEDU,1222,646,5.0,1868,1868,34.58244111349036,65.41755888650964,67
NALGONDA,CHITYALA,WATTIMARTHY,424,242,2.3849259757738897,666,666,36.33633633633634,63.66366366366366,517
NALGONDA,CHITYALA,YELIKATTA,445,276,2.3849259757738897,721,721,38.28016643550624,61.719833564493754,479
NALGONDA,CHIVVEMLA,AILAPUR,418,216,2.0,634,634,34.06940063091483,65.93059936908517,540
NALGONDA,CHIVVEMLA,BEEBIGUDA,539,282,3.0,821,821,34.348355663824606,65.6516443361754,410
NALGONDA,CHIVVEMLA,CHENDUPATLA,923,601,4.0,1524,1524,39.43569553805774,60.56430446194226,139
NALGONDA,CHIVVEMLA,CHIVVEMLA,668,390,2.0,1058,1058,36.86200378071834,63.13799621928167,287
NALGONDA,CHIVVEMLA,DURAJ PALLY,889,521,2.3849259757738897,1410,1410,36.95035460992908,63.04964539007092,160
NALGONDA,CHIVVEMLA,GAYAMVARI GUDA,318,187,1.0,505,505,37.02970297029703,62.97029702970297,621
NALGONDA,CHIVVEMLA,GUNJALURU,385,197,1.0,582,582,33.84879725085911,66.1512027491409,570
NALGONDA,CHIVVEMLA,KUDAKUDA,1355,848,3.0,2203,2203,38.49296413980935,61.50703586019065,27
NALGONDA,CHIVVEMLA,LAXMI NAIK THANDA,629,450,2.0,1079,1079,41.705282669138086,58.294717330861914,277
NALGONDA,CHIVVEMLA,MUNYA NAIK THANDA,521,347,1.0,868,868,39.97695852534562,60.023041474654384,386
NALGONDA,CHIVVEMLA,PACHYA NAIK THANDA,704,507,2.0,1211,1211,41.86622625928984,58.13377374071016,224
NALGONDA,CHIVVEMLA,PANDYA NAIK THANDA,470,313,1.0,783,783,39.97445721583653,60.02554278416348,433
NALGONDA,CHIVVEMLA,ROLLA BANDA THANDA,104,66,2.3849259757738897,170,170,38.82352941176471,61.1764705882353,797
NALGONDA,CHIVVEMLA,THIMMA PUARAM,523,308,3.0,831,831,37.063778580024064,62.936221419975936,405
NALGONDA,CHIVVEMLA,THIRUMALAGIRI,682,422,2.0,1104,1851,22.798487304159913,36.84494867639114,73
NALGONDA,CHIVVEMLA,TULJARAO PET,216,131,2.3849259757738897,347,347,37.752161383285305,62.2478386167147,725
NALGONDA,CHIVVEMLA,VALLABHAPUR,505,304,2.0,809,1295,23.474903474903474,38.996138996138995,199
NALGONDA,CHIVVEMLA,VALYA THANDA,375,311,4.0,686,686,45.33527696793003,54.66472303206997,503
NALGONDA,CHIVVEMLA,VATTIKHAMMAM PAHAD,596,375,2.3849259757738897,971,971,38.61997940267765,61.38002059732235,332
NALGONDA,CHOUTUPPAL,ALLAPUR,111,77,2.3849259757738897,188,188,40.95744680851064,59.04255319148937,793
NALGONDA,CHOUTUPPAL,ANKIREDDIGUDEM,287,162,2.3849259757738897,449,449,36.080178173719375,63.91982182628062,657
NALGONDA,CHOUTUPPAL,AREGUDEM,434,273,2.3849259757738897,707,707,38.613861386138616,61.386138613861384,487
NALGONDA,CHOUTUPPAL,CHINNA KONDUR,492,295,2.3849259757738897,787,787,37.484116899618805,62.515883100381195,431
NALGONDA,CHOUTUPPAL,CHOUTUPPAL,463,937,2.3849259757738897,1400,1400,66.92857142857143,33.07142857142858,161
NALGONDA,CHOUTUPPAL,DEVALAMMA NAGARAM,609,329,1.0,938,938,35.07462686567165,64.92537313432835,351
NALGONDA,CHOUTUPPAL,DHARMOJIGUDA,218,126,2.3849259757738897,344,344,36.627906976744185,63.372093023255815,727
NALGONDA,CHOUTUPPAL,GUNDLABAI GUDEM,233,138,2.3849259757738897,371,371,37.19676549865229,62.8032345013477,709
NALGONDA,CHOUTUPPAL,JAI KESARAM,651,380,2.3849259757738897,1031,1031,36.85741998060136,63.14258001939864,300
NALGONDA,CHOUTUPPAL,KOYALAGUDA,549,251,2.3849259757738897,800,800,31.374999999999996,68.625,425
NALGONDA,CHOUTUPPAL,KUNTLAGUDEM,267,155,2.0,422,422,36.72985781990521,63.270142180094794,678
NALGONDA,CHOUTUPPAL,LAKKARAM,531,336,2.0,867,867,38.75432525951557,61.245674740484425,387
NALGONDA,CHOUTUPPAL,LINGOJI GUDA,373,213,2.0,586,586,36.3481228668942,63.651877133105806,567
NALGONDA,CHOUTUPPAL,MAJIDGUDA,202,127,2.0,329,329,38.60182370820669,61.39817629179332,736
NALGONDA,CHOUTUPPAL,MALKAPUR,754,416,1.0,1170,1170,35.55555555555556,64.44444444444444,237
NALGONDA,CHOUTUPPAL,MANDOLLAGUDA,291,166,1.0,457,457,36.32385120350109,63.67614879649891,651
NALGONDA,CHOUTUPPAL,NELAPATLA,337,203,2.3849259757738897,540,540,37.592592592592595,62.40740740740741,599
NALGONDA,CHOUTUPPAL,PANTHANGI,625,329,1.0,954,954,34.48637316561845,65.51362683438155,342
NALGONDA,CHOUTUPPAL,PEDDAKONDUR,262,156,1.0,418,418,37.32057416267943,62.67942583732058,680
NALGONDA,CHOUTUPPAL,PEEPAL PAHAD,370,220,2.3849259757738897,590,590,37.28813559322034,62.71186440677966,564
NALGONDA,CHOUTUPPAL,SWAMULAVARI LINGOTAM,515,267,2.3849259757738897,782,1721,15.514235909355026,29.924462521789657,93
NALGONDA,CHOUTUPPAL,TALLASINGARAM,344,160,1.0,504,504,31.746031746031743,68.25396825396825,622
NALGONDA,CHOUTUPPAL,TANGAD PALLE,1298,729,1.0,2027,2027,35.96447952639368,64.03552047360631,42
NALGONDA,CHOUTUPPAL,TUPRANPET,267,172,2.3849259757738897,439,439,39.17995444191344,60.820045558086555,665
NALGONDA,CHOUTUPPAL,YELLAGIRI,359,203,4.0,562,562,36.120996441281136,63.879003558718864,585
NALGONDA,DAMERACHERLA,ADAVI DEVULA PALLI,1199,745,2.0,1944,1944,38.32304526748971,61.67695473251029,50
NALGONDA,DAMERACHERLA,BALAJI THANDA,279,136,1.0,415,415,32.7710843373494,67.2289156626506,683
NALGONDA,DAMERACHERLA,BALEEN PALLI,492,314,2.3849259757738897,806,806,38.95781637717122,61.04218362282878,422
NALGONDA,DAMERACHERLA,BOTHALAPALEM,360,152,1.0,512,1304,11.65644171779141,27.607361963190186,196
NALGONDA,DAMERACHERLA,CHAMPLATHANDA,670,430,5.0,1100,1100,39.09090909090909,60.909090909090914,266
NALGONDA,DAMERACHERLA,CHITYALA,185,141,2.3849259757738897,326,326,43.25153374233129,56.74846625766872,738
NALGONDA,DAMERACHERLA,DAMERACHERLA,1630,856,3.0,2486,2486,34.43282381335479,65.56717618664521,13
NALGONDA,DAMERACHERLA,DILAWARPUR,455,251,2.3849259757738897,706,994,25.251509054325954,45.774647887323944,316
NALGONDA,DAMERACHERLA,GANESH PAHAD,334,230,2.3849259757738897,564,564,40.78014184397163,59.21985815602837,583
NALGONDA,DAMERACHERLA,IRKIGUDEM,342,185,2.3849259757738897,527,527,35.10436432637571,64.89563567362428,609
NALGONDA,DAMERACHERLA,K.J.REDDY COLONY,715,391,2.3849259757738897,1106,1106,35.35262206148282,64.64737793851718,263
NALGONDA,DAMERACHERLA,KALLE PALLY,556,320,2.3849259757738897,876,876,36.5296803652968,63.4703196347032,381
NALGONDA,DAMERACHERLA,KESAWAPUR,1107,649,2.3849259757738897,1756,1756,36.958997722095674,63.041002277904326,88
NALGONDA,DAMERACHERLA,KONDRAPOLU,1238,649,2.0,1887,1887,34.393216746157925,65.60678325384208,63
NALGONDA,DAMERACHERLA,MUDIMANIKYAM,329,241,2.3849259757738897,570,570,42.280701754385966,57.719298245614034,578
NALGONDA,DAMERACHERLA,MULKA CHARLA,1018,684,3.0,1702,1702,40.188014101057576,59.811985898942424,95
NALGONDA,DAMERACHERLA,NADIGADDA,259,185,2.3849259757738897,444,444,41.66666666666667,58.333333333333336,661
NALGONDA,DAMERACHERLA,NARSAPUR,478,258,1.0,736,1504,17.154255319148938,31.78191489361702,141
NALGONDA,DAMERACHERLA,THALLA VEERAPPA GUDEM,548,293,3.0,841,841,34.839476813317475,65.16052318668251,396
NALGONDA,DAMERACHERLA,TIMMAPUR,566,426,5.0,992,992,42.943548387096776,57.056451612903224,318
NALGONDA,DAMERACHERLA,ULSHAIPALEM,452,270,1.0,722,722,37.396121883656505,62.603878116343495,478
NALGONDA,DAMERACHERLA,VACHYA THANDA,714,491,2.0,1205,1205,40.74688796680498,59.25311203319502,226
NALGONDA,DAMERACHERLA,VEERLA PALEM,1126,664,2.0,1790,1790,37.09497206703911,62.90502793296089,80
NALGONDA,DAMERACHERLA,WADAPALLI,1024,582,3.0,1606,1606,36.239103362391035,63.760896637608965,121
NALGONDA,DEVARAKONDA,CHANNAMNENI PALLI,282,181,1.0,463,463,39.09287257019439,60.90712742980562,645
NALGONDA,DEVARAKONDA,CHENNARAM,736,512,4.0,1248,1656,30.917874396135264,44.44444444444444,108
NALGONDA,DEVARAKONDA,CHINTHAKUNTLA,931,630,4.0,1561,1561,40.35874439461883,59.64125560538116,130
NALGONDA,DEVARAKONDA,DEVARAKONDA ,94,31,2.3849259757738897,125,125,24.8,75.2,804
NALGONDA,DEVARAKONDA,DONIYALA,283,184,2.3849259757738897,467,467,39.400428265524624,60.599571734475376,642
NALGONDA,DEVARAKONDA,GAZINAGAR,1075,706,3.0,1781,1781,39.64065131948344,60.35934868051657,84
NALGONDA,DEVARAKONDA,GOTTIMUKKALA,824,596,1.0,1420,1420,41.971830985915496,58.028169014084504,155
NALGONDA,DEVARAKONDA,GUMMADA VALLY,493,342,1.0,835,835,40.958083832335326,59.04191616766467,401
NALGONDA,DEVARAKONDA,IDDAM PALLI,739,470,3.0,1209,1209,38.87510339123242,61.12489660876758,225
NALGONDA,DEVARAKONDA,KOLMUNTHAL PAHAD,952,615,1.0,1567,1567,39.24696873005743,60.75303126994257,128
NALGONDA,DEVARAKONDA,KOMME PALLI,372,253,2.3849259757738897,625,625,40.48,59.519999999999996,544
NALGONDA,DEVARAKONDA,KONDABHEEMANA PALLI,1320,834,3.0,2154,2154,38.71866295264624,61.28133704735376,31
NALGONDA,DEVARAKONDA,KONDAMALLE PALLI,1619,917,4.0,2536,2536,36.15930599369085,63.84069400630915,11
NALGONDA,DEVARAKONDA,MADMADKA,648,466,4.0,1114,1114,41.83123877917414,58.16876122082585,258
NALGONDA,DEVARAKONDA,MUDIGONDA,463,284,2.3849259757738897,747,747,38.01874163319947,61.98125836680054,459
NALGONDA,DEVARAKONDA,MYNAM PALLI,600,368,2.3849259757738897,968,968,38.01652892561984,61.98347107438017,335
NALGONDA,DEVARAKONDA,PADAMATI PALLI,702,402,2.3849259757738897,1104,1104,36.41304347826087,63.58695652173913,265
NALGONDA,DEVARAKONDA,PENDLI PAKALA,952,605,1.0,1557,1557,38.856775850995504,61.143224149004496,132
NALGONDA,DEVARAKONDA,SERE PALLI,846,609,3.0,1455,1455,41.855670103092784,58.14432989690722,150
NALGONDA,DEVARAKONDA,TATIKOLE,1382,942,3.0,2324,2324,40.533562822719446,59.466437177280554,23
NALGONDA,DEVARAKONDA,TELUGUPALLY,468,337,2.3849259757738897,805,805,41.86335403726708,58.13664596273293,423
NALGONDA,DEVARAKONDA,TURUPU PALLI,927,563,6.0,1490,1490,37.785234899328856,62.214765100671144,144
NALGONDA,GARIDEPALLE,ABBIREDDYGUDEM,261,164,1.0,425,425,38.588235294117645,61.411764705882355,675
NALGONDA,GARIDEPALLE,APPANNAPETA,357,183,2.3849259757738897,540,540,33.88888888888889,66.11111111111111,599
NALGONDA,GARIDEPALLE,GADDI PALLI,683,411,2.3849259757738897,1094,1094,37.56855575868373,62.43144424131627,269
NALGONDA,GARIDEPALLE,GANUGA BANDA,630,383,3.0,1013,1013,37.80848963474827,62.19151036525172,307
NALGONDA,GARIDEPALLE,GARIDE PALLI,463,284,3.0,747,747,38.01874163319947,61.98125836680054,459
NALGONDA,GARIDEPALLE,KACHAVARIGUDEM,175,118,2.3849259757738897,293,293,40.27303754266212,59.72696245733788,755
NALGONDA,GARIDEPALLE,KALMALA CHERVU,1174,727,6.0,1901,1901,38.243029984218836,61.756970015781164,60
NALGONDA,GARIDEPALLE,KALUVA PALLY,377,254,2.3849259757738897,631,631,40.253565768621236,59.746434231378764,541
NALGONDA,GARIDEPALLE,KEETHAVARIGUDEM,641,388,4.0,1029,1029,37.70651117589893,62.293488824101075,301
NALGONDA,GARIDEPALLE,KODANDARAMPURAM,134,89,2.3849259757738897,223,223,39.91031390134529,60.0896860986547,784
NALGONDA,GARIDEPALLE,KOTHAGUDEM,586,382,2.3849259757738897,968,2014,18.967229394240317,29.096325719960277,44
NALGONDA,GARIDEPALLE,KUTHUBSHA PURAM,505,328,2.3849259757738897,833,833,39.375750300120046,60.624249699879954,403
NALGONDA,GARIDEPALLE,L.B.NAGAR,152,122,1.0,274,274,44.52554744525548,55.47445255474452,767
NALGONDA,GARIDEPALLE,PONUGODU,1341,793,2.3849259757738897,2134,2134,37.160262417994375,62.839737582005625,32
NALGONDA,GARIDEPALLE,RAINI GUDEM,791,526,1.0,1317,1317,39.93925588458618,60.060744115413826,191
NALGONDA,GARIDEPALLE,SARVARAM,718,469,2.3849259757738897,1187,2691,17.42846525455221,26.681531029357114,7
NALGONDA,GARIDEPALLE,TALLA MALKAPURAM,683,368,1.0,1051,1051,35.01427212178878,64.98572787821124,291
NALGONDA,GARIDEPALLE,VELIDANDA,588,402,2.3849259757738897,990,990,40.60606060606061,59.3939393939394,320
NALGONDA,GUNDALA,AMBALA,397,254,1.0,651,651,39.01689708141321,60.98310291858679,527
NALGONDA,GUNDALA,ANANTARAM,549,395,1.0,944,944,41.84322033898305,58.15677966101694,346
NALGONDA,GUNDALA,BANDAKOTHA PALLE,474,313,2.3849259757738897,787,787,39.7712833545108,60.2287166454892,431
NALGONDA,GUNDALA,BRAHMAN PALLE,337,223,2.3849259757738897,560,560,39.82142857142857,60.17857142857142,586
NALGONDA,GUNDALA,GANGAPUR,205,133,2.3849259757738897,338,338,39.349112426035504,60.650887573964496,731
NALGONDA,GUNDALA,GUNDALA,680,373,2.3849259757738897,1053,1053,35.42260208926876,64.57739791073125,290
NALGONDA,GUNDALA,KOMME PALLE,208,120,1.0,328,328,36.58536585365854,63.41463414634146,737
NALGONDA,GUNDALA,MARPADAGA,460,284,2.3849259757738897,744,744,38.17204301075269,61.82795698924731,462
NALGONDA,GUNDALA,MASAN PALLE,468,331,1.0,799,799,41.42678347934919,58.57321652065082,426
NALGONDA,GUNDALA,NUNEGUDA,284,190,2.3849259757738897,474,474,40.08438818565401,59.91561181434599,638
NALGONDA,GUNDALA,PALLE PAHAD,321,193,2.3849259757738897,514,1276,15.125391849529782,25.156739811912228,207
NALGONDA,GUNDALA,PARU PALLE,418,273,2.3849259757738897,691,691,39.507959479015916,60.492040520984084,499
NALGONDA,GUNDALA,PEDDA PADISHALA,571,399,2.3849259757738897,970,970,41.1340206185567,58.8659793814433,333
NALGONDA,GUNDALA,RAMARAM,360,241,2.3849259757738897,601,601,40.099833610648915,59.900166389351085,558
NALGONDA,GUNDALA,SEETARAMPUR,507,274,2.3849259757738897,781,781,35.083226632522404,64.9167733674776,435
NALGONDA,GUNDALA,SUDDALA,496,315,2.3849259757738897,811,811,38.84093711467324,61.159062885326755,418
NALGONDA,GUNDALA,TERYALA,412,273,2.3849259757738897,685,685,39.85401459854015,60.14598540145985,504
NALGONDA,GUNDALA,TURKALA SHAPUR,576,418,2.3849259757738897,994,994,42.052313883299796,57.947686116700204,316
NALGONDA,GUNDALA,VASTHA KONDUR,496,318,2.3849259757738897,814,814,39.06633906633907,60.93366093366094,415
NALGONDA,GUNDALA,VELMAJALA,655,460,1.0,1115,1115,41.25560538116592,58.744394618834086,257
NALGONDA,GUNDLA PALLE,BOGGULADONA,564,374,2.3849259757738897,938,938,39.872068230277186,60.12793176972282,351
NALGONDA,GUNDLA PALLE,BOLLANA PALLI,746,495,2.0,1241,1241,39.88718775181305,60.11281224818694,216
NALGONDA,GUNDLA PALLE,CHERKU PALLI,1245,812,3.0,2057,2057,39.47496353913466,60.52503646086534,40
NALGONDA,GUNDLA PALLE,DASARINEMLIPUR,300,188,2.3849259757738897,488,488,38.52459016393443,61.47540983606557,628
NALGONDA,GUNDLA PALLE,GONABOINA PALLI,1428,992,4.0,2420,2420,40.99173553719008,59.008264462809926,16
NALGONDA,GUNDLA PALLE,GUNDLA PALLI,1280,720,2.3849259757738897,2000,2409,29.8879202988792,53.134080531340814,19
NALGONDA,GUNDLA PALLE,KAME PALLI,412,281,1.0,693,693,40.54834054834055,59.45165945165945,497
NALGONDA,GUNDLA PALLE,KANDUKUR,794,495,3.0,1289,1289,38.40186190845617,61.59813809154383,201
NALGONDA,GUNDLA PALLE,KHANAPUR,360,214,1.0,574,574,37.282229965156795,62.7177700348432,575
NALGONDA,GUNDLA PALLE,RAHMATPUR,409,265,2.0,674,674,39.317507418397625,60.682492581602375,512
NALGONDA,GUNDLA PALLE,SINGARAJ PALLI,343,240,2.0,583,583,41.1663807890223,58.83361921097771,569
NALGONDA,GUNDLA PALLE,TIPPALANENI GOWRARAM,458,297,1.0,755,755,39.33774834437086,60.66225165562914,455
NALGONDA,GUNDLA PALLE,TOWKLAPUR,1195,852,3.0,2047,2047,41.6218856863703,58.3781143136297,41
NALGONDA,GUNDLA PALLE,VAVILKOLE,1003,662,2.3849259757738897,1665,1665,39.75975975975976,60.24024024024024,105
NALGONDA,GUNDLA PALLE,VEERABOINA PALLI,721,543,3.0,1264,1264,42.958860759493675,57.04113924050633,209
NALGONDA,GUNDLA PALLE,YERRARAM,552,325,1.0,877,1327,24.49133383571967,41.597588545591556,189
NALGONDA,GURRAMPODE,AMULUR,224,142,2.3849259757738897,366,366,38.79781420765027,61.20218579234973,713
NALGONDA,GURRAMPODE,BOLLARAM (P) KOPPOLE,217,126,2.3849259757738897,343,343,36.734693877551024,63.26530612244898,728
NALGONDA,GURRAMPODE,CHAMLED,473,295,1.0,768,768,38.41145833333333,61.588541666666664,445
NALGONDA,GURRAMPODE,CHEPUR,869,542,3.0,1411,1411,38.41247342310418,61.587526576895826,159
NALGONDA,GURRAMPODE,CHINTHAGUDAM,305,225,2.0,530,530,42.45283018867924,57.54716981132076,606
NALGONDA,GURRAMPODE,GURRAM PODE,612,366,2.0,978,978,37.423312883435585,62.57668711656442,328
NALGONDA,GURRAMPODE,JUNUTHLA,699,506,3.0,1205,1205,41.99170124481328,58.00829875518673,226
NALGONDA,GURRAMPODE,KALWAPALLI,252,171,1.0,423,423,40.42553191489361,59.57446808510638,677
NALGONDA,GURRAMPODE,KOPPOLE,1332,817,3.0,2149,3277,24.931339639914558,40.64693317058285,4
NALGONDA,GURRAMPODE,MAKKA PALLI,329,190,2.3849259757738897,519,519,36.60886319845857,63.39113680154143,613
NALGONDA,GURRAMPODE,MOSANGI,525,313,3.0,838,838,37.3508353221957,62.64916467780429,399
NALGONDA,GURRAMPODE,NADIKUDA,445,294,2.3849259757738897,739,739,39.783491204330176,60.216508795669824,465
NALGONDA,GURRAMPODE,OOTLAPALLI,223,142,2.3849259757738897,365,365,38.9041095890411,61.09589041095891,714
NALGONDA,GURRAMPODE,PALLE PAHAD,264,196,2.3849259757738897,460,1276,15.360501567398119,20.689655172413794,207
NALGONDA,GURRAMPODE,PALWAI,850,550,4.0,1400,1400,39.285714285714285,60.71428571428571,161
NALGONDA,GURRAMPODE,PITTALAGUDEM,344,162,1.0,506,506,32.015810276679844,67.98418972332016,620
NALGONDA,GURRAMPODE,POCHAMPALLI,460,293,2.0,753,753,38.91102257636122,61.08897742363878,456
NALGONDA,GURRAMPODE,SULTHANPUR,246,176,1.0,422,422,41.70616113744076,58.29383886255924,678
NALGONDA,GURRAMPODE,TENEPALLI,683,470,5.0,1153,1153,40.76322636600174,59.23677363399826,242
NALGONDA,GURRAMPODE,THANEDAR PALLI,724,450,2.0,1174,1174,38.33049403747871,61.6695059625213,235
NALGONDA,GURRAMPODE,VATTIKODE,542,365,3.0,907,907,40.242557883131205,59.757442116868795,366
NALGONDA,HUZURNAGAR,AMARA VARAM,809,528,3.0,1337,1337,39.49139865370232,60.50860134629769,187
NALGONDA,HUZURNAGAR,ANJALIPURAM,138,85,1.0,223,223,38.11659192825112,61.88340807174888,784
NALGONDA,HUZURNAGAR,BURUGADDA,905,547,2.0,1452,1452,37.672176308539946,62.32782369146006,151
NALGONDA,HUZURNAGAR,GOPALAPURAM,451,231,1.0,682,682,33.87096774193548,66.12903225806451,506
NALGONDA,HUZURNAGAR,HUZUR NAGAR,303,160,1.0,463,463,34.557235421166304,65.44276457883369,645
NALGONDA,HUZURNAGAR,KARAKKAYALAGUDEM,319,145,2.3849259757738897,464,464,31.25,68.75,644
NALGONDA,HUZURNAGAR,LAKKA VARAM,555,343,4.0,898,898,38.19599109131403,61.80400890868597,370
NALGONDA,HUZURNAGAR,LINGAGIRI,684,416,1.0,1100,1100,37.81818181818182,62.18181818181818,266
NALGONDA,HUZURNAGAR,SRINIVASAPURAM,407,242,1.0,649,649,37.28813559322034,62.71186440677966,528
NALGONDA,HUZURNAGAR,YAPALA SINGARAM,1024,615,3.0,1639,1639,37.522879804759,62.477120195241,113
NALGONDA,JAJIREDDI GUDEM,ADIVEMULA,429,296,2.3849259757738897,725,725,40.827586206896555,59.17241379310345,475
NALGONDA,JAJIREDDI GUDEM,DEVARANENI KOTHA PALLE,488,275,1.0,763,763,36.04193971166448,63.95806028833552,449
NALGONDA,JAJIREDDI GUDEM,JAJI REDDI GUDEM,463,284,1.0,747,747,38.01874163319947,61.98125836680054,459
NALGONDA,JAJIREDDI GUDEM,KASARLA PAHAD,622,397,2.0,1019,1019,38.959764474975465,61.040235525024535,306
NALGONDA,JAJIREDDI GUDEM,KODUR,415,258,1.0,673,673,38.33580980683507,61.664190193164934,513
NALGONDA,JAJIREDDI GUDEM,KOMMALA,1029,648,2.0,1677,1677,38.64042933810376,61.35957066189624,100
NALGONDA,JAJIREDDI GUDEM,KUNCHAMARTHI,492,306,1.0,798,798,38.34586466165413,61.65413533834586,427
NALGONDA,JAJIREDDI GUDEM,LOYALPALLI,344,212,2.3849259757738897,556,556,38.1294964028777,61.87050359712231,589
NALGONDA,JAJIREDDI GUDEM,MACHIREDDIPALLY,279,178,2.3849259757738897,457,457,38.949671772428886,61.050328227571114,651
NALGONDA,JAJIREDDI GUDEM,NAGARAM,687,424,2.0,1111,1651,25.681405208964264,41.61114476075106,111
NALGONDA,JAJIREDDI GUDEM,PARSAI PALLLE,644,341,2.0,985,985,34.619289340101524,65.38071065989848,324
NALGONDA,JAJIREDDI GUDEM,THIMMAPURAM,700,452,3.0,1152,1152,39.23611111111111,60.763888888888886,243
NALGONDA,JAJIREDDI GUDEM,WARDHAMANU KOTA,1558,1005,1.0,2563,2563,39.21186110027312,60.78813889972688,9
NALGONDA,KANGAL,BACHANNAGUDA,280,168,2.3849259757738897,448,448,37.5,62.5,658
NALGONDA,KANGAL,BOINAPALLE,500,340,2.0,840,840,40.476190476190474,59.523809523809526,397
NALGONDA,KANGAL,CHENNARAM,241,167,1.0,408,1656,10.084541062801932,14.553140096618359,108
NALGONDA,KANGAL,CHERLA GOURARAM,607,335,1.0,942,942,35.56263269639066,64.43736730360934,348
NALGONDA,KANGAL,CHETLA CHENNARAM,374,207,1.0,581,581,35.628227194492254,64.37177280550775,571
NALGONDA,KANGAL,CHINNA MADHARAM,431,281,2.0,712,712,39.46629213483146,60.53370786516854,485
NALGONDA,KANGAL,DERVESHPUR,322,191,1.0,513,513,37.23196881091618,62.768031189083814,616
NALGONDA,KANGAL,DOREPALLE,419,276,3.0,695,695,39.71223021582734,60.28776978417266,495
NALGONDA,KANGAL,GADDAMVARI YADAVALLY,1023,600,3.0,1623,1623,36.96857670979667,63.03142329020333,116
NALGONDA,KANGAL,KANAGAL,749,386,3.0,1135,1135,34.008810572687224,65.99118942731278,251
NALGONDA,KANGAL,KURAMPALLY,444,278,1.0,722,722,38.504155124653735,61.495844875346265,478
NALGONDA,KANGAL,LACHUGUDEM,315,230,2.3849259757738897,545,545,42.201834862385326,57.798165137614674,596
NALGONDA,KANGAL,PAGIDI MARRI,488,289,2.3849259757738897,777,777,37.194337194337194,62.80566280566281,439
NALGONDA,KANGAL,PARVATHAGIRI,398,266,1.0,664,664,40.06024096385542,59.93975903614458,518
NALGONDA,KANGAL,PONUGODE,639,353,2.0,992,992,35.58467741935484,64.41532258064517,318
NALGONDA,KANGAL,RAMACHANDRAPURAM,268,157,2.0,425,1675,9.373134328358208,16.0,101
NALGONDA,KANGAL,REGATTE,590,403,6.0,993,993,40.5840886203424,59.4159113796576,317
NALGONDA,KANGAL,SERILINGOTAM,391,249,1.0,640,640,38.90625,61.09375,534
NALGONDA,KANGAL,SHAHABDULLA PUR,158,106,2.3849259757738897,264,264,40.15151515151515,59.84848484848485,771
NALGONDA,KANGAL,TELAKANTIGUDA,405,257,1.0,662,662,38.82175226586103,61.17824773413897,519
NALGONDA,KANGAL,THORAGAL,372,229,2.0,601,601,38.10316139767055,61.89683860232945,558
NALGONDA,KANGAL,TURKA PALLE,522,364,1.0,886,886,41.08352144469526,58.91647855530474,375
